Ticker,Name,Name_ZH,Date_Today,Date_Prev,Turnover_Pct_Change,Turnover_Today,Turnover_Prev,Close_Today,Price_Pct_Change,Volume_Today,Volume_Prev,Market_Cap
2525.HK,HESAI-W,禾赛－Ｗ,2026-08-14,2026-08-13,16099.87,104471558,644892,18.41,-0.49,5674718,34859,23143904644
2655.HK,GUOXIA TECH,果下科技,2026-08-14,2026-08-13,1641.76,262591032,15076194,17.99,8.5,14596500,909300,9313631115
3600.HK,MODERN DENTAL,现代牙科,2026-08-14,2026-08-13,870.71,34048568,3507600,8.28,11.89,4112146,474000,7735291670
0804.HK,PINESTONE,鼎石资本,2026-08-14,2026-08-13,697.71,18540022,2324147,13.5,10.02,1373335,189417,822285175
1905.HK,HAITONG UT,海通恒信,2026-08-14,2026-08-13,585.47,29926261,4365800,0.91,9.64,32886000,5260000,7494123215
1883.HK,CITIC TELECOM,中信国际电讯,2026-08-14,2026-08-13,565.15,67829061,10197497,2.435,-7.41,27855878,3877375,9011670303
2450.HK,HUAIBEI GD CO,淮北绿金股份,2026-08-14,2026-08-13,490.37,23244526,3937260,8.85,4.86,2626500,466500,2336400100
0066.HK,MTR CORPORATION,港铁公司,2026-08-14,2026-08-13,424.34,552523851,105374511,33.24,2.85,16622257,3260350,206559357353
9985.HK,WL DELICIOUS,卫龙美味,2026-08-14,2026-08-13,379.4,168180529,35081761,8.705,10.47,19319992,4452000,21156091913
6618.HK,JD HEALTH,京东健康,2026-08-14,2026-08-13,330.94,1392568945,323149155,39.5,-0.05,35254910,8176851,125986474934
2510.HK,TS LINES,德翔海运,2026-08-14,2026-08-13,327.78,70099863,16387085,9.645,3.77,7268000,1763000,16059224757
9993.HK,RADIANCE HLDGS,金辉控股,2026-08-14,2026-08-13,313.16,468659718,113432666,1.155,-1.28,405766000,96951000,4672237069
9698.HK,GDS-SW,万国数据－ＳＷ,2026-08-14,2026-08-13,281.7,357834040,93748283,34.24,10.31,10450760,3020241,54887438409
2556.HK,MARKETINGFORCE,迈富时,2026-08-14,2026-08-13,274.49,1491086352,398165985,56.0,15.23,26626542,8192716,14993260800
6063.HK,LOTUS HORIZON,智中国际,2026-08-14,2026-08-13,271.13,15081440,4063680,1.21,-2.81,12464000,3264000,2420000076
9618.HK,JD-SW,京东集团－ＳＷ,2026-08-14,2026-08-13,261.9,4155583148,1148272773,110.2,-10.41,37709467,9335551,301026881106
2637.HK,HAIXI PHARMA,海西新药,2026-08-14,2026-08-13,261.69,67061761,18541050,204.8,3.28,327450,93500,16119249136
1196.HK,REALORD TECH,伟禄科技股份,2026-08-14,2026-08-13,258.44,324545763,90544022,7.92,17.25,40978000,13404000,11423094359
0867.HK,CMS,康哲药业,2026-08-14,2026-08-13,246.34,209355043,60447735,11.82,-0.17,17711933,5105383,28759613729
3690.HK,MEITUAN-W,美团－Ｗ,2026-08-14,2026-08-13,234.82,6568734786,1961854104,87.2,-4.44,75329530,21499771,538184530491
3788.HK,HANKING GOLD,罕王黄金,2026-08-14,2026-08-13,228.34,26750750,8147200,3.25,6.91,8231000,2680000,7945105132
0901.HK,SDMC,华曦达,2026-08-14,2026-08-13,228.04,37431795,11410796,59.05,-6.86,633900,179981,12373340973
2602.HK,ONEWO,万物云,2026-08-14,2026-08-13,209.6,25027034,8083548,18.15,1.51,1378900,452100,20890481292
3306.HK,JNBY,江南布衣,2026-08-14,2026-08-13,183.17,24429819,8627220,20.14,0.5,1213000,430500,10646909977
9611.HK,LONGCHEER,龙旗科技,2026-08-14,2026-08-13,168.22,147152775,54862419,23.06,-10.55,6381300,2128100,12050939971
2618.HK,JD LOGISTICS,京东物流,2026-08-14,2026-08-13,166.85,471156305,176563387,12.23,-13.69,38524638,12460366,74917930898
8279.HK,AGTECH HOLDINGS,亚博科技控股,2026-08-14,2026-08-13,160.87,182401169,69920402,1.35,22.73,135111975,63564000,15541220057
2635.HK,NUOBIKAN,诺比侃,2026-08-14,2026-08-13,148.92,59885002,24057450,11.6,0.17,5162500,2077500,4392525744
8299.HK,GT GOLD,大唐黄金,2026-08-14,2026-08-13,148.54,40528079,16306560,0.29,1.75,139752000,57216000,2766837059
0001.HK,CKH HOLDINGS,长和,2026-08-14,2026-08-13,146.83,1069228746,433182721,70.05,-3.11,15263793,5991462,268294628913
0780.HK,TONGCHENGTRAVEL,同程旅行,2026-08-14,2026-08-13,132.3,241471677,103946546,13.37,-0.89,18060709,7705452,31475814999
0152.HK,SHENZHEN INT'L,深圳国际,2026-08-14,2026-08-13,131.14,40910632,17699865,5.04,-1.75,8117189,3450266,12353371215
2665.HK,SEYOND,图达通,2026-08-14,2026-08-13,129.03,16222250,7082900,2.75,0.36,5899000,2585000,3597135187
1171.HK,YANKUANG ENERGY,兖矿能源,2026-08-14,2026-08-13,127.02,417173859,183764253,12.46,1.22,33481048,14928046,125067007961
3317.HK,XUNCE,迅策,2026-08-14,2026-08-13,123.99,746432202,333245714,138.0,5.75,5408929,2553607,45536881200
1113.HK,CK ASSET,长实集团,2026-08-14,2026-08-13,118.54,492723360,225456574,45.0,-6.44,10949408,4687247,157490024985
0117.HK,TIANLI HOLDINGS,天利控股集团,2026-08-14,2026-08-13,117.24,51336001,23631520,3.68,15.36,13950000,7408000,2740680049
0123.HK,YUEXIU PROPERTY,越秀地产,2026-08-14,2026-08-13,114.69,74193297,34558358,3.915,5.24,18951034,9289881,15759413100
0400.HK,INGDAN,硬蛋创新,2026-08-14,2026-08-13,113.59,23848000,11165499,4.0,-1.84,5962000,2740000,6483968324
1117.HK,CH MODERN D,现代牧业,2026-08-14,2026-08-13,109.09,56814616,27172109,1.485,5.32,38259000,19271000,11606083620
0975.HK,MONGOL MINING,MONGOL MINING,2026-08-14,2026-08-13,102.28,33648076,16634187,9.465,5.17,3555000,1848243,9683038603
6680.HK,JLMAG,金力永磁,2026-08-14,2026-08-13,98.24,62040263,31296137,17.16,0.53,3615400,1833400,23714606653
0981.HK,SMIC,中芯国际,2026-08-14,2026-08-13,97.96,12058076951,6091239857,70.8,4.81,170311814,90173791,606105090571
0639.HK,SHOUGANG RES,首钢资源,2026-08-14,2026-08-13,97.79,54167458,27386152,2.765,3.36,19590400,10237814,14076797388
0012.HK,HENDERSON LAND,恒基地产,2026-08-14,2026-08-13,96.02,268285368,136863443,26.78,-1.03,10018124,5057777,129652347264
0241.HK,ALI HEALTH,阿里健康,2026-08-14,2026-08-13,95.82,494019970,252281214,3.245,-2.11,152240366,76102929,52488849780
2028.HK,JOLIMARK,映美控股,2026-08-14,2026-08-13,94.31,15098640,7770460,1.59,5.3,9496000,5146000,1169854926
0308.HK,CHINA TRAVEL HK,香港中旅,2026-08-14,2026-08-13,93.59,18228400,9416220,1.145,-5.37,15920000,7782000,6339445491
1364.HK,GUMING,古茗,2026-08-14,2026-08-13,92.12,104982242,54642852,23.6,2.88,4448400,2381990,55197980948
6613.HK,LENS,蓝思科技,2026-08-14,2026-08-13,84.4,373932980,202781368,22.54,5.03,16589750,9449272,118982824042
2866.HK,COSCO SHIP DEV,中远海发,2026-08-14,2026-08-13,80.9,17019648,9408190,0.89,0.0,19123200,10571000,11687530292
2616.HK,CSTONE PHARMA-B,基石药业－Ｂ,2026-08-14,2026-08-13,80.86,41599544,23000775,5.745,-0.78,7241000,3972500,9158175147
0941.HK,CHINA MOBILE,中国移动,2026-08-14,2026-08-13,80.19,1614275226,895880216,82.05,1.05,19674286,11033008,1775940038568
6069.HK,SY HOLDINGS,盛业,2026-08-14,2026-08-13,75.88,58238602,33112346,6.8,-3.82,8564500,4683500,7240672788
0168.HK,TSINGTAO BREW,青岛啤酒股份,2026-08-14,2026-08-13,-75.52,32956238,134618606,44.1,0.05,747307,3053961,60161002754
1860.HK,MOBVISTA,汇量科技,2026-08-14,2026-08-13,72.9,200494098,115956373,11.39,4.21,17602642,10609000,18745414137
1347.HK,HUA HONG GRACE,华虹宏力,2026-08-14,2026-08-13,72.46,9943576228,5765645768,130.2,-11.55,76371555,39168790,226237362625
2315.HK,BIOCYTOGEN-B,百奥赛图－Ｂ,2026-08-14,2026-08-13,-72.36,76535490,276854266,69.0,-1.78,1109210,3940986,30599848278
3606.HK,FUYAO GLASS,福耀玻璃,2026-08-14,2026-08-13,72.04,104346110,60651645,56.35,1.71,1851750,1094795,147059044046
1258.HK,CHINFMINING,中国有色矿业,2026-08-14,2026-08-13,-71.68,80341138,283687979,14.21,0.21,5653845,20006204,55447931708
1179.HK,HWORLD-S,华住集团－Ｓ,2026-08-14,2026-08-13,71.32,97855802,57119455,32.2,-1.17,3039000,1753206,99022672064
2768.HK,GON TECHNOLOGY,国恩科技,2026-08-14,2026-08-13,70.36,93433488,54844053,38.66,7.33,2416800,1522600,16878955933
0613.HK,PLANETREE INT'L,梧桐国际,2026-08-14,2026-08-13,68.72,21289951,12618693,5.445,-1.63,3910000,2279800,6259753025
3738.HK,VOBILE GROUP,阜博集团,2026-08-14,2026-08-13,-68.03,25259520,79005813,2.53,-0.2,9984000,31166000,6431076431
1316.HK,NEXTEER,耐世特,2026-08-14,2026-08-13,-67.18,116197921,354011705,4.96,0.92,23427000,72026797,12448728589
2145.HK,CHICMAX,上美股份,2026-08-14,2026-08-13,66.8,75124700,45037962,29.5,4.39,2546600,1593700,11744789039
0220.HK,U-PRESID CHINA,统一企业中国,2026-08-14,2026-08-13,-66.41,23445624,69796518,7.825,-0.57,2996246,8868681,33798787726
3759.HK,PHARMARON,康龙化成,2026-08-14,2026-08-13,-65.8,157602274,460831284,29.72,-2.24,5302903,15158924,54604068162
2600.HK,CHALCO,中国铝业,2026-08-14,2026-08-13,-65.41,207135407,598842431,8.185,-0.61,25306707,72719181,140413447510
6656.HK,SIGENERGY,思格新能,2026-08-14,2026-08-13,-65.3,44070177,127019798,317.6,-0.38,138760,398431,79029340086
0968.HK,XINYI SOLAR,信义光能,2026-08-14,2026-08-13,-65.1,82575141,236614566,2.265,0.22,36457014,104696711,20718054747
0622.HK,OSHIDORI,威华达控股,2026-08-14,2026-08-13,-64.4,47813579,134318486,2.705,3.24,17676000,51266600,18782121867
0386.HK,SINOPEC CORP,中国石油化工股份,2026-08-14,2026-08-13,-64.16,171913397,479671281,4.235,0.36,40593481,113666186,511359013459
2565.HK,PEGBIO CO-B,派格生物医药－Ｂ,2026-08-14,2026-08-13,-63.96,102875679,285414277,6.23,-3.49,16512950,44216000,2436500251
2513.HK,Z.AI,智谱,2026-08-14,2026-08-13,63.64,14465233960,8839552545,1270.0,-3.57,11389948,6711885,591341324300
1093.HK,CSPC PHARMA,石药集团,2026-08-14,2026-08-13,-63.39,342563555,935741976,8.69,-1.81,39420434,105733552,99113370765
9971.HK,BASICSEMI,基本半导体,2026-08-14,2026-08-13,63.38,45717179,27981323,67.35,1.13,678800,420140,20493912514
0014.HK,HYSAN DEV,希慎兴业,2026-08-14,2026-08-13,63.19,24584821,15064729,17.2,-1.77,1429350,860350,17664542219
2580.HK,AUX ELECTRIC,奥克斯电气,2026-08-14,2026-08-13,-63.11,24836095,67317948,10.24,1.69,2425400,6685000,16263528084
1066.HK,WEIGAO GROUP,威高股份,2026-08-14,2026-08-13,-63.07,43057477,116579190,3.43,-1.44,12553200,33499767,15247660296
2650.HK,ZHIDA TECH,挚达科技,2026-08-14,2026-08-13,-62.57,74243638,198349153,11.4,-3.39,6512600,16809250,3625994287
3277.HK,GPIXEL,长光辰芯,2026-08-14,2026-08-13,-62.01,18772131,49409150,73.3,-2.59,256100,656600,32624973748
9992.HK,POP MART,泡泡玛特,2026-08-14,2026-08-13,-60.79,832774771,2124113747,154.1,-0.06,5404119,13775057,202098992328
0728.HK,CHINA TELECOM,中国电信,2026-08-14,2026-08-13,59.97,466284910,291487056,4.725,4.07,98684639,64204198,432371221625
2788.HK,CHUANGXIN IND,创新实业,2026-08-14,2026-08-13,-59.84,108258975,269551205,16.83,-3.83,6432500,15402926,34922249841
2688.HK,ENN ENERGY,新奥能源,2026-08-14,2026-08-13,-59.44,66143202,163056878,46.4,-1.44,1425500,3463400,51590058106
2590.HK,GEEKPLUS-W,极智嘉－Ｗ,2026-08-14,2026-08-13,-59.28,63794098,156647587,10.11,-3.25,6310000,14990200,13333947096
0189.HK,DONGYUE GROUP,东岳集团,2026-08-14,2026-08-13,-58.87,206539739,502176190,13.08,0.38,15790500,38540000,22663868079
2617.HK,TRANSTHERA-B,药捷安康－Ｂ,2026-08-14,2026-08-13,-58.83,56024755,136090888,10.33,-3.1,5423500,12766500,4206382507
0100.HK,MINIMAX-W,MINIMAX-W,2026-08-14,2026-08-13,58.82,10788019557,6792569235,329.0,-12.69,32790333,18026989,114898416332
6185.HK,CANSINOBIO,康希诺生物,2026-08-14,2026-08-13,-58.31,18297761,43894050,24.7,-2.91,740800,1725395,6101982073
6186.HK,CHINA FEIHE,中国飞鹤,2026-08-14,2026-08-13,58.28,46872710,29613574,3.265,0.62,14356113,9125909,28757026182
